0;0;0;10,003;282,99425;552,6696667;805,003;1062,128;1291,003;1564,318789;1833,266;0
0;0;0;20,003;292,9955;559,5585556;814,003;1070,253;1299,780778;1573,634579;1838,529;0
0;0;0;30,003;302,99675;566,4474444;823,003;1078,378;1308,558556;1582,950368;1843,792;0
0;0;0;40,003;312,998;573,3363333;832,003;1086,503;1317,336333;1592,266158;1849,055;0
0;0;0;50,003;322,99925;580,2252222;841,003;1094,628;1326,114111;1601,581947;1854,318;0
0;0;0;60,003;333,0005;587,1141111;850,003;1102,753;1334,891889;1610,897737;1859,581;0
0;0;0;70,003;343,00175;594,003;859,003;1110,878;1343,669667;1620,213526;1864,844;0
0;0;0;80,003;353,003;603,253;868,003;1119,003;1352,447444;1629,529316;1870,107;0
0;0;0;90,003;358,003;612,503;877,003;1127,128;1361,225222;1638,845105;1875,37;0
0;0;0;100,003;365,003;621,753;885,003;1135,253;1370,003;1648,160895;1880,633;0
0;0;0;110,003;372,003;631,003;893,003;1143,378;1379,253;1657,476684;1885,896;0
0;0;0;120,003;380,003;640,253;901,003;1151,503;1388,503;1666,792474;1891,159;0
0;0;0;130,003;388,003;649,503;909,003;1159,628;1397,753;1676,108263;1896,422;0
0;0;0;139,003;396,003;658,753;917,003;1167,753;1407,003;1685,424053;1901,685;0
0;0;0;148,003;404,003;668,003;925,003;1175,878;1416,253;1694,739842;1906,948;0
0;0;0;157,003;413,003;677,253;933,003;1184,003;1425,503;1704,055632;1912,211;0
0;0;0;166,003;425,003;686,503;941,003;1192,128;1434,753;1713,371421;1917,474;0
0;0;0;173,753;437,003;695,753;949,003;1200,253;1444,003;1722,687211;1922,737;0
0;0;0;181,503;445,003;705,003;957,003;1208,378;1453,253;1732,003;0;0
0;0;0;189,253;453,003;713,2757273;965,003;1216,503;1462,503;1740,548455;0;0
0;0;0;197,003;461,003;721,5484545;973,003;1224,628;1471,753;1749,093909;0;0
0;0;0;205,003;469,003;729,8211818;981,003;1232,753;1481,003;1757,639364;0;0
0;0;0;213,003;477,003;738,0939091;989,003;1240,878;1490,253;1766,184818;0;0
0;0;0;221,573;486,1696667;746,3666364;997,003;1249,003;1499,503;1774,730273;0;0
0;0;0;230,143;495,3363333;754,6393636;1005,145857;1254,253;1508,753;1783,275727;0;0
0;0;0;238,713;504,503;762,9120909;1013,288714;1259,503;1518,003;1791,821182;0;0
0;0;0;247,283;513,6696667;771,1848182;1021,431571;1264,753;1527,253;1800,366636;0;0
0;0;0;255,853;522,8363333;779,4575455;1029,574429;1270,003;1536,503;1808,912091;0;0
0;0;0;264,423;532,003;787,7302727;1037,717286;1275,253;1545,753;1817,457545;0;0
0;;0;272,993;538,8918889;796,003;1045,860143;1280,503;1555,003;1826,003;0;0
0;;0;;545,7807778;;1054,003;1285,753;;1828,003;;0
